wavenumber,intensity
2314.0500,379.0000
2315.7800,397.0000
2317.5100,409.0000
2319.2400,405.0000
2320.9700,380.0000
2322.7000,376.0000
2324.4200,387.0000
2326.1500,390.0000
2327.8700,391.0000
2329.6000,376.0000
2331.3200,367.0000
2333.0400,375.0000
2334.7600,381.0000
2336.4800,388.0000
2338.2000,373.0000
2339.9200,378.0000
2341.6400,395.0000
2343.3500,387.0000
2345.0700,372.0000
2346.7800,357.0000
2348.5000,376.0000
2350.2100,457.0000
2351.9200,474.0000
2353.6300,406.0000
2355.3400,419.0000
2357.0500,432.0000
2358.7600,397.0000
2360.4600,398.0000
2362.1700,392.0000
2363.8700,370.0000
2365.5800,374.0000
2367.2800,384.0000
2368.9800,382.0000
2370.6800,378.0000
2372.3800,372.0000
2374.0800,384.0000
2375.7800,390.0000
2377.4800,383.0000
2379.1700,386.0000
2380.8700,376.0000
2382.5600,373.0000
2384.2600,391.0000
2385.9500,386.0000
2387.6400,364.0000
2389.3300,371.0000
2391.0200,488.0000
2392.7100,487.0000
2394.4000,383.0000
2396.0900,379.0000
2397.7700,362.0000
2399.4600,367.0000
2401.1400,385.0000
2402.8300,387.0000
2404.5100,392.0000
2406.1900,375.0000
2407.8700,368.0000
2409.5500,367.0000
2411.2300,370.0000
2412.9100,368.0000
2414.5800,359.0000
2416.2600,406.0000
2417.9400,403.0000
2419.6100,367.0000
2421.2800,369.0000
2422.9600,378.0000
2424.6300,379.0000
2426.3000,370.0000
2427.9700,376.0000
2429.6400,373.0000
2431.3000,370.0000
2432.9700,381.0000
2434.6400,400.0000
2436.3000,386.0000
2437.9700,362.0000
2439.6300,383.0000
2441.2900,385.0000
2442.9600,472.0000
2444.6200,511.0000
2446.2800,402.0000
2447.9300,379.0000
2449.5900,384.0000
2451.2500,373.0000
2452.9100,363.0000
2454.5600,368.0000
2456.2200,394.0000
2457.8700,394.0000
2459.5200,390.0000
2461.1700,406.0000
2462.8200,397.0000
2464.4700,379.0000
2466.1200,369.0000
2467.7700,378.0000
2469.4200,400.0000
2471.0700,387.0000
2472.7100,430.0000
2474.3600,426.0000
2476.0000,378.0000
2477.6400,388.0000
2479.2900,389.0000
2480.9300,390.0000
2482.5700,395.0000
2484.2100,390.0000
2485.8400,388.0000
2487.4800,395.0000
2489.1200,389.0000
2490.7500,389.0000
2492.3900,390.0000
2494.0200,399.0000
2495.6600,400.0000
2497.2900,385.0000
2498.9200,369.0000
2500.5500,370.0000
2502.1800,379.0000
2503.8100,378.0000
2505.4400,371.0000
2507.0700,376.0000
2508.6900,372.0000
2510.3200,362.0000
2511.9400,377.0000
2513.5700,382.0000
2515.1900,371.0000
2516.8100,363.0000
2518.4300,366.0000
2520.0500,364.0000
2521.6700,376.0000
2523.2900,387.0000
2524.9100,391.0000
2526.5300,376.0000
2528.1400,362.0000
2529.7600,365.0000
2531.3700,370.0000
2532.9800,388.0000
2534.6000,378.0000
2536.2100,357.0000
2537.8200,350.0000
2539.4300,362.0000
2541.0400,380.0000
2542.6500,386.0000
2544.2500,379.0000
2545.8600,370.0000
2547.4700,377.0000
2549.0700,392.0000
2550.6800,369.0000
2552.2800,346.0000
2553.8800,367.0000
2555.4800,366.0000
2557.0800,373.0000
2558.6800,364.0000
2560.2800,357.0000
2561.8800,366.0000
2563.4800,375.0000
2565.0800,390.0000
2566.6700,371.0000
2568.2700,357.0000
2569.8600,356.0000
2571.4500,352.0000
2573.0500,357.0000
2574.6400,368.0000
2576.2300,372.0000
2577.8200,379.0000
2579.4100,377.0000
2581.0000,355.0000
2582.5800,357.0000
2584.1700,375.0000
2585.7500,379.0000
2587.3400,372.0000
2588.9200,360.0000
2590.5100,344.0000
2592.0900,331.0000
2593.6700,338.0000
2595.2500,357.0000
2596.8300,361.0000
2598.4100,350.0000
2599.9900,363.0000
2601.5700,373.0000
2603.1400,352.0000
2604.7200,342.0000
2606.3000,370.0000
2607.8700,381.0000
2609.4400,357.0000
2611.0200,360.0000
2612.5900,350.0000
2614.1600,367.0000
2615.7300,388.0000
2617.3000,355.0000
2618.8700,357.0000
2620.4300,387.0000
2622.0000,367.0000
2623.5700,355.0000
2625.1300,372.0000
2626.7000,379.0000
2628.2600,374.0000
2629.8200,358.0000
2631.3900,357.0000
2632.9500,347.0000
2634.5100,352.0000
2636.0700,371.0000
2637.6300,357.0000
2639.1900,340.0000
2640.7400,348.0000
2642.3000,352.0000
2643.8600,355.0000
2645.4100,358.0000
2646.9700,363.0000
2648.5200,376.0000
2650.0700,373.0000
2651.6200,391.0000
2653.1700,389.0000
2654.7200,366.0000
2656.2700,358.0000
2657.8200,350.0000
2659.3700,360.0000
2660.9200,370.0000
2662.4600,369.0000
2664.0100,375.0000
2665.5600,382.0000
2667.1000,366.0000
2668.6400,400.0000
2670.1800,400.0000
2671.7300,363.0000
2673.2700,366.0000
2674.8100,364.0000
2676.3500,369.0000
2677.8900,374.0000
2679.4200,383.0000
2680.9600,369.0000
2682.5000,361.0000
2684.0300,376.0000
2685.5700,369.0000
2687.1000,353.0000
2688.6300,350.0000
2690.1700,352.0000
2691.7000,356.0000
2693.2300,431.0000
2694.7600,423.0000
2696.2900,361.0000
2697.8200,367.0000
2699.3400,364.0000
2700.8700,350.0000
2702.4000,341.0000
2703.9200,360.0000
2705.4500,349.0000
2706.9700,349.0000
2708.5000,439.0000
2710.0200,430.0000
2711.5400,359.0000
2713.0600,376.0000
2714.5800,380.0000
2716.1000,376.0000
2717.6200,365.0000
2719.1400,361.0000
2720.6500,361.0000
2722.1700,372.0000
2723.6900,367.0000
2725.2000,360.0000
2726.7200,361.0000
2728.2300,372.0000
2729.7400,363.0000
2731.2500,349.0000
2732.7700,376.0000
2734.2800,368.0000
2735.7900,366.0000
2737.2900,378.0000
2738.8000,365.0000
2740.3100,377.0000
2741.8200,372.0000
2743.3200,368.0000
2744.8300,369.0000
2746.3300,361.0000
2747.8400,368.0000
2749.3400,360.0000
2750.8400,368.0000
2752.3400,382.0000
2753.8400,362.0000
2755.3400,350.0000
2756.8400,357.0000
2758.3400,370.0000
2759.8400,371.0000
2761.3400,352.0000
2762.8300,358.0000
2764.3300,365.0000
2765.8300,375.0000
2767.3200,378.0000
2768.8100,345.0000
2770.3100,361.0000
2771.8000,377.0000
2773.2900,355.0000
2774.7800,366.0000
2776.2700,453.0000
2777.7600,447.0000
2779.2500,352.0000
2780.7400,342.0000
2782.2200,352.0000
2783.7100,360.0000
2785.2000,377.0000
2786.6800,386.0000
2788.1600,364.0000
2789.6500,343.0000
2791.1300,335.0000
2792.6100,357.0000
2794.0900,368.0000
2795.5800,372.0000
2797.0600,384.0000
2798.5300,373.0000
2800.0100,371.0000
2801.4900,376.0000
2802.9700,374.0000
2804.4400,372.0000
2805.9200,371.0000
2807.4000,366.0000
2808.8700,355.0000
2810.3400,353.0000
2811.8200,360.0000
2813.2900,358.0000
2814.7600,351.0000
2816.2300,360.0000
2817.7000,360.0000
2819.1700,349.0000
2820.6400,354.0000
2822.1100,359.0000
2823.5700,360.0000
2825.0400,366.0000
2826.5100,364.0000
2827.9700,376.0000
2829.4400,386.0000
2830.9000,371.0000
2832.3600,363.0000
2833.8300,370.0000
2835.2900,396.0000
2836.7500,380.0000
2838.2100,347.0000
2839.6700,372.0000
2841.1300,378.0000
2842.5900,371.0000
2844.0500,364.0000
2845.5000,341.0000
2846.9600,362.0000
